Timestamp,X Accel,Y Accel,Z Accel
59:47.8,-0.600000024,-1.620000005,-15.52999973
59:48.1,-0.270000011,-1.409999967,-16.10000038
59:48.4,-0.340000004,-1.399999976,-15.77000046
59:48.7,-0.600000024,-0.949999988,-15.97999954
59:49.1,-0.25,-1.039999962,-17.05999947
59:49.4,-0.819999993,-1.470000029,-16.28000069
59:49.7,-0.01,-0.959999979,-17.80999947
59:50.0,-0.059999999,-1.120000005,-17.05999947
59:50.3,-0.370000005,-1.5,-16.98999977
59:50.6,-0.419999987,-1.480000019,-17.12999916
59:50.9,-0.610000014,-0.889999986,-16.82999992
59:51.3,-0.07,-1.279999971,-16.15999985
59:51.6,0.100000001,-0.540000021,-16
59:51.9,-0.389999986,-1.029999971,-16.79000092
59:52.2,-0.02,-1.340000033,-16.94000053
59:52.5,-0.720000029,-1.429999948,-16.35000038
59:52.8,0.230000004,-1.24000001,-15.60999966
59:53.1,-0.589999974,-1.610000014,-16.85000038
59:53.5,-1.279999971,-1.559999943,-17.18000031
59:53.8,0.730000019,-1.019999981,-16.5
59:54.1,0.209999993,-1.100000024,-17.87999916
59:54.4,-0.519999981,-1.49000001,-16.87999916
59:54.7,-0.310000002,-0.889999986,-16.72999954
59:55.0,-0.939999998,-1.529999971,-16.04999924
59:55.3,-0.07,-1.450000048,-16.13999939
59:55.7,-0.129999995,-1.519999981,-15.81000042
59:56.0,0.819999993,-0.889999986,-16.59000015
59:56.3,-0.389999986,-0.639999986,-17.03000069
59:56.6,0.140000001,-0.769999981,-15.23999977
59:56.9,-0.389999986,-1.970000029,-15.38000011
59:57.2,-0.159999996,-1.629999995,-15.77999973
59:57.5,-0.200000003,-1.399999976,-16.09000015
59:57.8,-0.790000021,-1.090000033,-15.15999985
59:58.2,0.129999995,-0.649999976,-15.92000008
59:58.5,0.75,-0.800000012,-16.71999931
59:58.8,0.5,-1.700000048,-15.78999996
59:59.1,0.379999995,-1.850000024,-16.04999924
59:59.4,-0.699999988,-1.309999943,-17.25
59:59.7,0.74000001,-1.309999943,-16.64999962
00:00.0,-0.639999986,-1.25,-17.62999916
00:00.4,0.25,-1.639999986,-16.71999931
00:00.7,-0.079999998,-1.110000014,-16.71999931
00:01.0,0.720000029,-0.800000012,-17.47999954
00:01.3,-0.109999999,-1.149999976,-16.31999969
00:01.6,0.730000019,-1,-16.04000092
00:01.9,0.109999999,-1.75999999,-16.12000084
00:02.3,0.660000026,-0.970000029,-16.11000061
00:02.6,-0.119999997,-1.110000014,-16.37000084
00:02.9,-0.01,-1.480000019,-17.92000008
00:03.2,0.230000004,-0.50999999,-16.29999924
00:03.5,0.409999996,-0.600000024,-16.19000053
00:03.8,-0.699999988,-1.070000052,-16.26000023
00:04.1,-0.959999979,-1.450000048,-17.79999924
00:04.4,0.519999981,-0.790000021,-16.45000076
00:04.8,-0.600000024,-0.800000012,-16.37000084
00:05.1,-0.219999999,-1.039999962,-17.60000038
00:05.4,-0.589999974,-1.830000043,-17.25
00:05.7,0.389999986,-0.790000021,-17.67000008
00:06.0,0.109999999,-1.289999962,-17.81999969
00:06.3,-0.550000012,-1,-16.54999924
00:06.6,0.49000001,-1.539999962,-16.92000008
00:07.0,-0.119999997,-1.210000038,-16.56999969
00:07.3,0.300000012,-1.360000014,-16.54999924
00:07.6,-0.870000005,-1.149999976,-16.38999939
00:07.9,-0.200000003,-1.340000033,-15.97999954
00:08.2,-0.200000003,-1.350000024,-16.45000076
00:08.5,-0.349999994,-1.610000014,-16.51000023
00:08.9,-1.269999981,-1.899999976,-15.81999969
00:09.2,-0.560000002,-1.389999986,-16.81999969
00:09.5,-0.730000019,-1.309999943,-16.56999969
00:09.8,-0.400000006,-1.320000052,-15.89999962
00:10.1,0.74000001,-1.399999976,-17.40999985
00:10.4,-0.270000011,-1.649999976,-16.95000076
00:10.7,0.039999999,-1.019999981,-17.37000084
00:11.0,0.029999999,-1.730000019,-16.69000053
00:11.3,0.439999998,-1.25999999,-17.51000023
00:11.7,0.01,-1.289999962,-17.44000053
00:12.0,-0.230000004,-1.149999976,-16.52000046
00:12.3,-0.319999993,-0.939999998,-16.70999908
00:12.6,-0.050000001,-1.080000043,-17.63999939
00:12.9,-0.670000017,-1.279999971,-16.55999947
00:13.2,0.550000012,-1.360000014,-16.05999947
00:13.6,0.550000012,-2.00999999,-16.21999931
00:13.9,-1.299999952,-1.200000048,-14.78999996
00:14.2,-0.300000012,-1.370000005,-15.03999996
00:14.5,0.01,-1.799999952,-15.56999969
00:14.8,0.720000029,-1.100000024,-15.32999992
00:15.1,0.5,-1,-15.11999989
00:15.4,0.389999986,-1.610000014,-14.68000031
00:15.8,-0.610000014,-1.450000048,-14.89999962
00:16.1,0.119999997,-1.75,-14.81999969
00:16.4,0.540000021,-1.149999976,-15.60000038
00:16.7,0.119999997,-1.970000029,-15.61999989
00:17.0,-0.25999999,-1.889999986,-15.23999977
00:17.3,-0.75999999,-2.400000095,-14.63000011
00:17.6,0.170000002,-1.559999943,-15.18000031
00:17.9,-0.600000024,-1.470000029,-14.02000046
00:18.3,-0.07,-1.519999981,-14.18000031
00:18.6,-0.209999993,-1.49000001,-13.73999977
00:18.9,-0.079999998,-2.089999914,-13.85999966
00:19.2,-0.159999996,-1.549999952,-13.84000015
00:19.5,-0.370000005,-1,-12.93000031
00:19.8,0.400000006,-1.159999967,-12.63000011
00:20.1,-0.189999998,-1.480000019,-13.53999996
00:20.5,0.25999999,-1.519999981,-13.48999977
00:20.8,0.319999993,-1.919999957,-13.67000008
00:21.1,0.189999998,-1.519999981,-13.48999977
00:21.4,0.280000001,-1.929999948,-13.5
00:21.7,0.029999999,-1.320000052,-12.67000008
00:22.0,-0.209999993,-1.440000057,-12.30000019
00:22.4,0,-1.440000057,-11.63000011
00:22.7,0.02,-1.799999952,-12.07999992
00:23.0,0.02,-1.279999971,-11.55000019
00:23.3,0.02,-1.480000019,-11.18999958
00:23.6,0.340000004,-1.330000043,-11.27999973
00:23.9,-0.039999999,-1.690000057,-11.36999989
00:24.2,0.25,-1.679999948,-12.18000031
00:24.5,-0.029999999,-1.789999962,-10.52999973
00:24.9,-0.100000001,-1.720000029,-10.85999966
00:25.2,0.090000004,-1.879999995,-10.71000004
00:25.5,0.219999999,-0.959999979,-10.26000023
00:25.8,-0.01,-1.480000019,-10.14999962
00:26.1,0.170000002,-1.5,-10.64000034
00:26.4,0.159999996,-1.580000043,-10.21000004
00:26.7,0.170000002,-1.049999952,-9.470000267
00:27.1,-0.230000004,-1.5,-8.020000458
00:27.4,0.159999996,-1.279999971,-5.869999886
00:27.7,-0.02,-0.180000007,-4.429999828
00:28.0,0.569999993,-0.400000006,-2.329999924
00:28.3,0.330000013,-0.850000024,-1.690000057
00:28.6,0.219999999,-0.819999993,-1.24000001
00:28.9,0.25999999,-0.689999998,-0.800000012
00:29.3,0.409999996,0.159999996,-1.110000014
00:29.6,0.090000004,-0.419999987,-0.670000017
00:29.9,0.02,-0.670000017,-1.830000043
00:30.2,0.150000006,-0.360000014,-1.840000033
00:30.5,0.270000011,-0.140000001,-1.269999981
00:30.8,0.370000005,0.460000008,-1.879999995
00:31.1,0.800000012,-0.550000012,-1.519999981
00:31.5,0.219999999,-0.370000005,0.159999996
00:31.8,0.769999981,-0.129999995,-0.25999999
00:32.1,0.370000005,-0.419999987,-0.649999976
00:32.4,0.529999971,0.07,-0.389999986
00:32.7,0.330000013,0.200000003,0.109999999
00:33.0,0.639999986,-0.50999999,0.079999998
00:33.3,0.469999999,-0.079999998,-0.230000004
00:33.7,0.370000005,0.090000004,-0.129999995
00:34.0,0.620000005,-0.439999998,-1.039999962
00:34.3,0.379999995,-0.75999999,-0.649999976
00:34.6,0.469999999,0.02,-0.839999974
00:34.9,0.610000014,-0.219999999,-0.560000002
00:35.2,0.340000004,-0.569999993,-0.610000014
00:35.5,0.529999971,-0.689999998,-1.100000024
00:35.9,0.560000002,-0.360000014,-0.479999989
00:36.2,0.610000014,-0.07,-0.569999993
00:36.5,0.129999995,-0.25,-0.07
00:36.8,0.449999988,-0.589999974,-0.649999976
00:37.1,0.07,-0.649999976,0.119999997
00:37.4,0.469999999,0.170000002,-0.400000006
00:37.7,0.709999979,0.090000004,0.029999999
00:38.1,0.340000004,-0.649999976,-0.649999976
00:38.4,0.340000004,-0.180000007,0.200000003
00:38.7,0.569999993,0.189999998,-0.330000013
00:39.0,0.349999994,-0.460000008,-0.610000014
00:39.3,0.699999988,-0.319999993,-0.230000004
00:39.6,0.409999996,-0.150000006,-0.25
00:39.9,0.300000012,-0.629999995,-0.050000001
00:40.3,0.389999986,-0.819999993,-0.639999986
00:40.6,0.419999987,-0.340000004,-0.75
00:40.9,0.180000007,-0.600000024,0.01
00:41.2,0.170000002,-0.340000004,0.079999998
00:41.5,0.25,-0.349999994,-0.050000001
00:41.8,0.639999986,-0.430000007,0.25999999
00:42.1,0.189999998,-0.699999988,-0.079999998
00:42.5,0.439999998,-0.360000014,-0.649999976
00:42.8,0.360000014,-0.560000002,0.109999999
00:43.1,0.610000014,-0.270000011,-0.430000007
00:43.4,0.170000002,-0.180000007,-0.819999993
00:43.7,0.25999999,-0.330000013,-1.24000001
00:44.0,0.289999992,-0.400000006,-1.019999981
00:44.3,0.230000004,-0.289999992,-0.560000002
00:44.7,0.600000024,-0.059999999,-1.330000043
00:45.0,0.090000004,-0.340000004,-1.460000038
00:45.3,0.289999992,-0.550000012,-1.179999948
00:45.6,0.310000002,-0.379999995,-1.059999943
00:45.9,-0.170000002,-0.140000001,-1.450000048
00:46.2,0.610000014,0.079999998,-1.230000019
00:46.5,0.340000004,0.050000001,-2.220000029
00:46.9,0.280000001,-0.449999988,-2.619999886
00:47.2,0.419999987,-0.029999999,-3
00:47.5,0.180000007,-0.370000005,-3.730000019
00:47.8,0.49000001,-0.01,-4.639999866
00:48.1,0.629999995,-0.360000014,-5.800000191
00:48.4,-0.119999997,-0.439999998,-6.369999886
00:48.7,-0.01,-0.479999989,-6.659999847
00:49.1,-0.029999999,-0.930000007,-6.920000076
00:49.4,0.059999999,-0.5,-7.369999886
00:49.7,0.230000004,-0.879999995,-8.529999733
00:50.0,0.100000001,-0.409999996,-8.470000267
00:50.3,-0.209999993,-0.75,-8.789999962
00:50.6,-0.140000001,-1.320000052,-9.840000153
00:50.9,-0.01,-0.5,-9.890000343
00:51.3,0,-0.720000029,-11.39000034
00:51.6,0.079999998,-0.870000005,-11.47999954
00:51.9,0.150000006,-0.810000002,-11.85000038
00:52.2,0.270000011,-0.839999974,-13.25
00:52.5,-0.140000001,-1.289999962,-13.14999962
00:52.8,0.579999983,-1.070000052,-13.60000038
00:53.1,-0.930000007,-1.25,-13.98999977
00:53.4,-0.119999997,-1.350000024,-14.44999981
00:53.8,0.090000004,-0.819999993,-14.23999977
00:54.1,0.100000001,-0.74000001,-13.77999973
00:54.4,0.219999999,-0.519999981,-13.81000042
00:54.7,-0.239999995,-1.029999971,-13.75
00:55.0,-0.230000004,-0.800000012,-13.31000042
00:55.3,-0.079999998,-0.980000019,-13.85999966
00:55.7,0.050000001,-1.330000043,-13.64999962
00:56.0,-0.25,-1.029999971,-13.57999992
00:56.3,0.170000002,-1.320000052,-15.23999977
00:56.6,-0.189999998,-1.039999962,-14.13000011
00:56.9,0.5,-0.889999986,-14.47999954
00:57.2,0.050000001,-0.879999995,-14.39000034
00:57.5,-0.389999986,-0.790000021,-13.06000042
00:57.9,0.159999996,-1.059999943,-13.72999954
00:58.2,-0.370000005,-0.819999993,-12.73999977
00:58.5,-0.109999999,-0.930000007,-13
00:58.8,0.039999999,-0.980000019,-13.80000019
00:59.1,-0.310000002,-0.720000029,-13.96000004
00:59.4,-0.039999999,-0.769999981,-14.14999962
00:59.7,-0.49000001,-1.320000052,-15.11999989
01:00.0,0.330000013,-1.110000014,-14.57999992
01:00.4,-0.150000006,-1.159999967,-14.72000027
01:00.7,0.340000004,-1.149999976,-15.13000011
01:01.0,0.159999996,-0.790000021,-15.10000038
01:01.3,0.449999988,-1.230000019,-15.75
01:01.6,0.340000004,-1.120000005,-14.57999992
01:01.9,-0.059999999,-0.949999988,-15.06999969
01:02.2,-0.02,-1.279999971,-14.77999973
01:02.6,1.019999981,-1.389999986,-15.03999996
01:02.9,-0.449999988,-1.340000033,-15.44999981
01:03.2,0.180000007,-0.560000002,-15.43999958
01:03.5,-0.059999999,-0.930000007,-15.93000031
01:03.8,-0.189999998,-1.200000048,-15.92000008
01:04.1,-0.090000004,-0.910000026,-16.05999947
01:04.5,0.059999999,-1.139999986,-16.18000031
01:04.8,0.189999998,-1.149999976,-15.63000011
01:05.1,0.079999998,-1.25,-15.96000004
01:05.4,-0.209999993,-1.429999948,-15.5
01:05.7,0.129999995,-1.039999962,-16.65999985
01:06.0,0.109999999,-1.00999999,-16.40999985
01:06.3,0.209999993,-1.25,-15.89999962
01:06.6,0.239999995,-1.149999976,-15.68999958
01:07.0,-0.340000004,-1.190000057,-15.81999969
01:07.3,0.050000001,-1.370000005,-15.81000042
01:07.6,-0.059999999,-1.450000048,-15.40999985
01:07.9,-0.079999998,-0.680000007,-15.39000034
01:08.2,0.01,-1.090000033,-14.73999977
01:08.5,-0.230000004,-1.00999999,-15.10000038
01:08.8,-0.150000006,-0.790000021,-14.76000023
01:09.2,0.200000003,-1.039999962,-15.64999962
01:09.5,-0.709999979,-1.059999943,-14.52000046
01:09.8,-0.959999979,-0.839999974,-14.10999966
01:10.1,0.209999993,-0.689999998,-14.64999962
01:10.4,-0.319999993,-1.029999971,-15.14999962
01:10.7,-0.800000012,-1.299999952,-13.30000019
01:11.0,-0.039999999,-0.620000005,-14.39999962
01:11.4,0,-0.980000019,-14.09000015
01:11.7,-0.439999998,-0.99000001,-14.38000011
01:12.0,0.109999999,-0.330000013,-15.26000023
01:12.3,-0.340000004,-1.019999981,-15.51000023
01:12.6,-0.07,-0.409999996,-14.10999966
01:12.9,-0.02,-0.689999998,-14.56000042
01:13.2,0.409999996,-0.689999998,-13.72999954
01:13.6,-0.769999981,-1.200000048,-13.5
01:13.9,0.319999993,-0.589999974,-14.77000046
01:14.2,-0.180000007,-1.230000019,-15.35999966
01:14.5,0.439999998,-0.270000011,-14.06000042
01:14.8,-0.649999976,-1.220000029,-13.86999989
01:15.1,0.449999988,-1.049999952,-13.68000031
01:15.4,-0.239999995,-0.959999979,-12.90999985
01:15.8,0.150000006,-1.389999986,-12.89000034
01:16.1,0.419999987,-1.50999999,-13.34000015
01:16.4,0.230000004,-0.839999974,-12.5
01:16.7,0.360000014,-1.159999967,-11.81999969
01:17.0,0.449999988,-0.270000011,-13.40999985
01:17.3,-0.569999993,-1.269999981,-13.27000046
01:17.6,0.059999999,-1.019999981,-12.47000027
01:18.0,0.529999971,-0.839999974,-13.09000015
01:18.3,0.349999994,-0.920000017,-12.88000011
01:18.6,0.25999999,-1.470000029,-14.39000034
01:18.9,0.170000002,-0.800000012,-12.39000034
01:19.2,-0.239999995,-0.660000026,-12.01000023
01:19.5,0.25999999,-0.629999995,-13.47999954
01:19.8,0.180000007,-1.169999957,-12.60999966
01:20.2,-0.129999995,-1.149999976,-12.59000015
01:20.5,-0.449999988,-0.939999998,-11.38000011
01:20.8,-0.430000007,-1.399999976,-10.92000008
01:21.1,0.50999999,-0.629999995,-11.32999992
01:21.4,-0.330000013,-1.340000033,-10.18999958
01:21.7,-0.319999993,-1.419999957,-9.909999847
01:22.0,0.170000002,-0.629999995,-9.819999695
01:22.3,-0.25999999,-1.110000014,-10.77999973
01:22.7,-0.389999986,-1.110000014,-10.14999962
01:23.0,-0.170000002,-0.689999998,-9.039999962
01:23.3,0.49000001,-0.589999974,-9.270000458
01:23.6,-0.370000005,-0.99000001,-9.300000191
01:23.9,0.129999995,-0.540000021,-9.420000076
01:24.2,0.889999986,-0.670000017,-8.800000191
01:24.6,0.560000002,-1.070000052,-9.5
01:24.9,-0.059999999,-0.49000001,-9.5
01:25.2,0.620000005,-0.709999979,-8.029999733
01:25.5,0.280000001,-0.910000026,-9.050000191
01:25.8,0.519999981,-0.560000002,-8.670000076
01:26.1,-0.140000001,-0.99000001,-7.590000153
01:26.4,-0.349999994,-0.920000017,-9
01:26.8,0.370000005,-0.409999996,-9.050000191
01:27.1,-0.150000006,0.189999998,-8.75
01:27.4,0.25999999,-1.049999952,-8.760000229
01:27.7,0,-1.570000052,-9.239999771
01:28.0,0.100000001,-0.280000001,-8.850000381
01:28.3,0.239999995,-1.25,-10.15999985
01:28.6,-0.349999994,-0.689999998,-9.529999733
01:28.9,-0.07,-0.670000017,-8.659999847
01:29.3,-0.449999988,-1.019999981,-10.73999977
01:29.6,-0.079999998,-0.709999979,-10.44999981
01:29.9,0.639999986,-0.479999989,-9.670000076
01:30.2,0.239999995,-0.680000007,-10.35000038
01:30.5,-1.190000057,-0.970000029,-10.22999954
01:30.8,0.170000002,-1.070000052,-10.14000034
01:31.1,0.02,-1.080000043,-9.670000076
01:31.5,-0.899999976,-1.309999943,-11.02999973
01:31.8,-1.029999971,-0.980000019,-9.819999695
01:32.1,-0.200000003,-0.239999995,-10.21000004
01:32.4,-0.270000011,-0.889999986,-10.36999989
01:32.7,0.50999999,-0.029999999,-10.56999969
01:33.0,0.409999996,-0.720000029,-10.46000004
01:33.4,0.569999993,-1.100000024,-10.86999989
01:33.7,0.109999999,-0.49000001,-11.60999966
01:34.0,-0.079999998,-0.389999986,-11.5
01:34.3,-0.079999998,-0.870000005,-10.92000008
01:34.6,-0.109999999,-0.899999976,-11.35999966
01:34.9,-0.059999999,-0.419999987,-9.81000042
01:35.2,-0.25,-0.469999999,-10.92000008
01:35.5,-0.409999996,-1.25,-10.64999962
01:35.9,0.150000006,-0.649999976,-11.10000038
01:36.2,0.02,-1.029999971,-11.89000034
01:36.5,-0.270000011,-0.660000026,-12.46000004
01:36.8,0.150000006,-0.779999971,-11.43999958
01:37.1,0.660000026,-0.25,-11.93999958
01:37.4,-0.930000007,-0.709999979,-10.98999977
01:37.7,-0.430000007,-1.25,-10.72000027
01:38.1,-0.319999993,-1.039999962,-11.36999989
01:38.4,-0.230000004,-0.090000004,-11.68000031
01:38.7,0.109999999,-0.600000024,-11.64000034
01:39.0,-0.159999996,-0.930000007,-12.21000004
01:39.3,-0.349999994,-1,-10.53999996
01:39.6,-0.709999979,-0.649999976,-10.93000031
01:39.9,0.75,-0.479999989,-12.43000031
01:40.3,-0.090000004,-0.839999974,-11.17000008
01:40.6,-0.430000007,-1.049999952,-11.19999981
01:40.9,0.02,-0.74000001,-11.5
01:41.2,-0.239999995,-1.070000052,-11.85000038
01:41.5,-0.550000012,-0.970000029,-11.88000011
01:41.8,0.25,-1.049999952,-11.47999954
01:42.1,0.270000011,-0.49000001,-12.19999981
01:42.4,0.07,-1.019999981,-11.94999981
01:42.8,0.25,-1.289999962,-10.98999977
01:43.1,-0.550000012,-1.179999948,-10.76000023
01:43.4,-0.379999995,-0.670000017,-12.26000023
01:43.7,0.730000019,-1.450000048,-11.85000038
01:44.0,0.689999998,-0.529999971,-12.96000004
01:44.3,0.460000008,-0.159999996,-11.80000019
01:44.7,-0.460000008,-0.639999986,-10.84000015
01:45.0,-0.209999993,-1.120000005,-12.18000031
01:45.3,0.100000001,-0.620000005,-12.15999985
01:45.6,-0.25999999,-0.769999981,-10.90999985
01:45.9,0.230000004,-0.360000014,-9.899999619
01:46.2,-0.280000001,-0.959999979,-10.47000027
01:46.5,0.460000008,-1.25999999,-11.40999985
01:46.9,0.270000011,-1.190000057,-10.65999985
01:47.2,0.050000001,-0.469999999,-10.11999989
01:47.5,0.02,-0.959999979,-9.430000305
01:47.8,-0.129999995,-1.039999962,-9.390000343
01:48.1,0.579999983,-0.449999988,-9.979999542
01:48.4,0.540000021,-1.120000005,-9.779999733
01:48.7,-0.5,-1.289999962,-9.890000343
01:49.0,0.039999999,-0.569999993,-10.18999958
01:49.4,0.730000019,-0.769999981,-9.75
01:49.7,0.209999993,-0.159999996,-8.489999771
01:50.0,0.050000001,-1.169999957,-9.31000042
01:50.3,0.189999998,-0.340000004,-9.430000305
01:50.6,0.109999999,-0.170000002,-10.5
01:50.9,0.419999987,-0.620000005,-9.670000076
01:51.2,0.569999993,-0.800000012,-9.06000042
01:51.6,0.209999993,-0.810000002,-8.710000038
01:51.9,0.230000004,-0.49000001,-9.149999619
01:52.2,0.680000007,-1.080000043,-9.699999809
01:52.5,-0.150000006,-0.699999988,-9.020000458
01:52.8,0.569999993,-0.819999993,-9.369999886
01:53.1,0.600000024,-0.600000024,-9.800000191
01:53.5,0.479999989,-0.850000024,-9.720000267
01:53.8,-0.129999995,-1.139999986,-9.100000381
01:54.1,0.270000011,-0.589999974,-9.090000153
01:54.4,0.550000012,-0.689999998,-9.329999924
01:54.7,0.639999986,-1.179999948,-10.38000011
01:55.0,0,-1.320000052,-8.56000042
01:55.3,0.660000026,-0.930000007,-8.760000229
01:55.6,-0.239999995,-1.090000033,-9.340000153
01:56.0,0.25999999,-1.110000014,-8.409999847
01:56.3,-0.25999999,-1.289999962,-8.850000381
01:56.6,0.430000007,-0.289999992,-9.649999619
01:56.9,-0.109999999,-0.270000011,-8.989999771
01:57.2,0.779999971,-1.289999962,-8.989999771
01:57.5,-0.389999986,-1.330000043,-8.989999771
01:57.8,-0.219999999,-0.689999998,-8.210000038
01:58.2,0.449999988,-0.839999974,-9.149999619
01:58.5,-0.159999996,-0.910000026,-7.630000114
01:58.8,0.180000007,-0.779999971,-7.809999943
01:59.1,0.239999995,-0.620000005,-9.569999695
01:59.4,-0.150000006,-0.280000001,-8.989999771
01:59.7,0.330000013,-0.74000001,-8.170000076
02:00.0,0.720000029,-1.029999971,-8.520000458
02:00.4,0.529999971,-0.079999998,-9.039999962
02:00.7,-0.75999999,-0.680000007,-8.06000042
02:01.0,-1.179999948,-0.970000029,-9.619999886
02:01.3,0.330000013,-1.019999981,-9.180000305
02:01.6,0.02,-0.689999998,-8.789999962
02:01.9,0.430000007,-0.270000011,-9.630000114
02:02.2,0,-0.629999995,-9.920000076
02:02.6,-0.189999998,-0.560000002,-10.18999958
02:02.9,-0.379999995,-0.709999979,-9.170000076
02:03.2,0.419999987,-0.899999976,-11.52999973
02:03.5,0.49000001,-0.439999998,-10.13000011
02:03.8,0.49000001,-0.670000017,-10.84000015
02:04.1,0.400000006,-1.029999971,-9.869999886
02:04.4,0.550000012,-0.389999986,-12.13000011
02:04.8,-0.850000024,-1.460000038,-10.93000031
02:05.1,-1.019999981,-0.469999999,-12.10000038
02:05.4,0.25999999,-1.019999981,-11.02999973
02:05.7,0.379999995,-0.449999988,-12.27999973
02:06.0,0.819999993,-0.790000021,-11.39999962
02:06.3,-0.460000008,-0.75999999,-11.30000019
02:06.6,-0.230000004,-0.779999971,-11.71000004
02:07.0,0.310000002,-1.429999948,-11.10999966
02:07.3,0.090000004,-0.920000017,-10.77999973
02:07.6,-1.049999952,-0.75999999,-9.739999771
02:07.9,0.109999999,-0.419999987,-11.13000011
02:08.2,-0.25,-1.00999999,-10.60000038
02:08.5,0.569999993,-0.239999995,-10.14000034
02:08.8,0.310000002,-0.980000019,-10.26000023
02:09.2,-0.400000006,-0.670000017,-10.5
02:09.5,-0.039999999,-0.540000021,-10.64999962
02:09.8,0.140000001,-1.049999952,-10.81000042
02:10.1,-0.280000001,-1.309999943,-8.899999619
02:10.4,0.300000012,-0.5,-10.22999954
02:10.7,0.610000014,-1.220000029,-9.239999771
02:11.0,0.200000003,-0.639999986,-8.600000381
02:11.3,-0.319999993,-1.080000043,-9.590000153
02:11.7,-0.579999983,-1.100000024,-9.449999809
02:12.0,-0.460000008,-0.970000029,-9.449999809
02:12.3,0.079999998,-0.389999986,-9.520000458
02:12.6,-0.400000006,-0.569999993,-9.909999847
02:12.9,-0.07,-0.779999971,-10.64999962
02:13.2,0.439999998,-0.629999995,-8.859999657
02:13.6,0.219999999,-1.309999943,-10.18000031
02:13.9,-0.109999999,-0.519999981,-9.600000381
02:14.2,-0.579999983,-0.600000024,-8.470000267
02:14.5,0.49000001,-1.049999952,-10.46000004
02:14.8,0.620000005,-0.800000012,-9.529999733
02:15.1,0.270000011,-0.649999976,-9.829999924
02:15.4,0.600000024,-0.790000021,-9.770000458
02:15.8,0.02,-0.939999998,-9.520000458
02:16.1,0.569999993,-1.039999962,-9.880000114
02:16.4,-0.029999999,-1,-8.539999962
02:16.7,0.25999999,-0.930000007,-8.829999924
02:17.0,0.289999992,-0.620000005,-9.539999962
02:17.3,0.629999995,0.029999999,-9.460000038
02:17.6,0.129999995,-0.970000029,-9.470000267
02:17.9,-0.219999999,-1.090000033,-9.920000076
02:18.3,-0.02,-0.930000007,-8.369999886
02:18.6,0.5,-0.660000026,-8.699999809
02:18.9,0.479999989,-0.689999998,-9.670000076
02:19.2,-0.209999993,-0.239999995,-8.789999962
02:19.5,0.800000012,-0.569999993,-8.5
02:19.8,-0.02,-0.610000014,-9.329999924
02:20.1,0,-0.879999995,-8.859999657
02:20.5,0.159999996,-1.210000038,-10.27999973
02:20.8,0.610000014,-1.279999971,-8.720000267
02:21.1,-0.119999997,-1.360000014,-9.090000153
02:21.4,0.50999999,-0.050000001,-9.100000381
02:21.7,-0.109999999,-1.139999986,-9.229999542
02:22.0,0.109999999,-1.200000048,-10.11999989
02:22.4,0.569999993,-1.070000052,-9.340000153
02:22.7,0.409999996,-0.550000012,-10.06999969
02:23.0,0.109999999,-0.709999979,-9.170000076
02:23.3,0.5,-1.149999976,-11.72000027
02:23.6,0.379999995,-1.080000043,-11.56999969
02:23.9,0.140000001,-0.529999971,-10.80000019
02:24.2,-0.379999995,-1.25,-10.61999989
02:24.5,0.100000001,-0.879999995,-12
02:24.9,0.07,-0.870000005,-10.68999958
02:25.2,-0.209999993,-0.340000004,-11.57999992
02:25.5,-0.100000001,-0.939999998,-10.21000004
02:25.8,-0.389999986,-0.800000012,-10.97999954
02:26.1,-0.449999988,-0.409999996,-10.44999981
02:26.4,-0.529999971,-1.25,-10.5
02:26.7,0.059999999,-0.75,-10.14999962
02:27.1,-0.159999996,-0.850000024,-10.28999996
02:27.4,0.349999994,-0.340000004,-10.35999966
02:27.7,-0.409999996,-0.529999971,-9.020000458
02:28.0,0.680000007,-0.660000026,-11.17000008
02:28.3,0.649999976,-0.819999993,-11.31000042
02:28.6,0.360000014,-0.449999988,-10.75
02:29.0,0.170000002,-0.800000012,-10.13000011
02:29.3,-0.879999995,-1.120000005,-10.14000034
02:29.6,0.75999999,-0.209999993,-10.27999973
02:29.9,-0.119999997,-0.899999976,-10.17000008
02:30.2,0.25999999,-1.059999943,-9.68999958
02:30.5,0.109999999,-0.519999981,-10.57999992
02:30.8,-0.039999999,-0.140000001,-10.84000015
02:31.1,-0.730000019,-0.850000024,-9.460000038
02:31.5,0.400000006,-0.769999981,-9.989999771
02:31.8,0.129999995,-0.829999983,-10.03999996
02:32.1,0.589999974,-0.5,-10.17000008
02:32.4,-0.25999999,-1.25,-9.699999809
02:32.7,0.300000012,-1.129999995,-9.430000305
02:33.0,-0.25999999,-0.589999974,-9.899999619
02:33.3,0.209999993,-0.569999993,-9.579999924
02:33.7,-0.349999994,-0.790000021,-10.32999992
02:34.0,-0.569999993,-1.019999981,-9.909999847
02:34.3,0.600000024,-0.819999993,-11.02999973
02:34.6,-0.209999993,-0.920000017,-10.47999954
02:34.9,-0.230000004,-1.019999981,-10.82999992
02:35.2,0.430000007,-1.070000052,-10.14000034
02:35.5,0.050000001,-0.589999974,-10.60000038
02:35.9,0.409999996,-0.899999976,-10.52999973
02:36.2,1.019999981,-1.480000019,-11.17000008
02:36.5,0.039999999,-0.349999994,-9.840000153
02:36.8,-0.039999999,-0.519999981,-9.670000076
02:37.1,-0.670000017,-1.330000043,-10.94999981
