Timestamp,X Accel,Y Accel,Z Accel
57:51.2,-0.239999995,-1.649999976,-17.18000031
57:51.5,-0.75999999,-1.909999967,-15.61999989
57:51.9,-0.790000021,-1.480000019,-16.47999954
57:52.2,-0.389999986,-1.419999957,-16.86000061
57:52.5,0.449999988,-1.480000019,-16.02000046
57:52.8,0.330000013,-1.830000043,-15.42000008
57:53.1,-0.479999989,-1.899999976,-16.37000084
57:53.4,0.059999999,-1.75,-17.15999985
57:53.7,0.569999993,-1.370000005,-16.98999977
57:54.1,-0.730000019,-2.160000086,-15.40999985
57:54.4,0.800000012,-1.149999976,-16.70000076
57:54.7,0.090000004,-2.039999962,-15.96000004
57:55.0,-0.159999996,-1.629999995,-16.13999939
57:55.3,-0.589999974,-1.409999967,-14.44999981
57:55.6,-0.209999993,-1.279999971,-15.64999962
57:56.0,-0.310000002,-1.24000001,-15.68999958
57:56.3,0.239999995,-1.139999986,-14.52000046
57:56.6,-0.050000001,-1.370000005,-15.27000046
57:56.9,0.140000001,-1.659999967,-15.07999992
57:57.2,-0.039999999,-1.830000043,-15.02999973
57:57.5,-0.800000012,-1.559999943,-14.64000034
57:57.8,-0.159999996,-1.779999971,-13.35999966
57:58.1,-0.01,-1.289999962,-13.89000034
57:58.5,-0.119999997,-1.799999952,-13.5
57:58.8,-0.07,-1.690000057,-12.77000046
57:59.1,-0.680000007,-1.309999943,-12.39999962
57:59.4,0,-1.549999952,-12.77000046
57:59.7,-0.140000001,-1.070000052,-12.31000042
58:00.0,-0.360000014,-1.950000048,-12.71000004
58:00.3,-0.270000011,-2.039999962,-12.32999992
58:00.7,-0.039999999,-1.019999981,-11.76000023
58:01.0,-0.059999999,-1.909999967,-12.22999954
58:01.3,0.340000004,-1.210000038,-12.56999969
58:01.6,0.340000004,-1.720000029,-12.15999985
58:01.9,0.270000011,-1.440000057,-11.68999958
58:02.2,0.25999999,-1.129999995,-11.25
58:02.6,-0.230000004,-1.620000005,-11.03999996
58:02.9,0.100000001,-1.220000029,-10.77999973
58:03.2,-0.059999999,-2.019999981,-11.43999958
58:03.5,0.07,-0.939999998,-11.21000004
58:03.8,0.230000004,-1.720000029,-10.60999966
58:04.1,-0.330000013,-1.100000024,-10.25
58:04.4,0.319999993,-1.5,-10.90999985
58:04.7,0.109999999,-1.230000019,-10.71000004
58:05.1,-0.050000001,-1.789999962,-9.630000114
58:05.4,0.189999998,-1.230000019,-9.710000038
58:05.7,-0.150000006,-1.269999981,-8.989999771
58:06.0,0.140000001,-1.090000033,-8.270000458
58:06.3,0.109999999,-1.00999999,-6.340000153
58:06.6,0.150000006,-0.49000001,-5.099999905
58:06.9,0.460000008,-0.860000014,-3.75999999
58:07.3,0.340000004,-0.200000003,-1.769999981
58:07.6,0.469999999,-0.379999995,-1.460000038
58:07.9,0.479999989,-0.579999983,-1.110000014
58:08.2,0.25,-0.949999988,-1.529999971
58:08.5,0.330000013,-0.300000012,-0.730000019
58:08.8,0.560000002,-0.519999981,-1
58:09.1,0.569999993,-0.430000007,-0.959999979
58:09.5,0.540000021,-0.389999986,-1.149999976
58:09.8,0.620000005,0.25,-0.25
58:10.1,0.25999999,0.180000007,-0.389999986
58:10.4,0.330000013,-0.400000006,-1.080000043
58:10.7,0.460000008,-0.529999971,-0.670000017
58:11.0,0.529999971,-0.170000002,-0.930000007
58:11.3,0.379999995,0.059999999,-0.560000002
58:11.7,0.239999995,-0.74000001,-0.620000005
58:12.0,0.430000007,0,0.039999999
58:12.3,0.469999999,-0.119999997,0.200000003
58:12.6,0.330000013,-0.449999988,0.029999999
58:12.9,0.300000012,-0.600000024,0.059999999
58:13.2,0.540000021,-0.689999998,-0.01
58:13.5,0.50999999,0.029999999,0.479999989
58:13.9,0.430000007,-0.039999999,-0.219999999
58:14.2,0.49000001,-0.469999999,-0.319999993
58:14.5,0.340000004,-0.720000029,-0.209999993
58:14.8,0.569999993,-0.050000001,-0.720000029
58:15.1,0.430000007,-0.649999976,-0.610000014
58:15.4,0.340000004,-0.239999995,0.109999999
58:15.7,0.349999994,0.239999995,-0.029999999
58:16.1,0.219999999,-0.340000004,0.100000001
58:16.4,0.529999971,0.140000001,-0.430000007
58:16.7,0.300000012,-0.330000013,-0.310000002
58:17.0,0.379999995,-0.360000014,-0.219999999
58:17.3,0.540000021,0.330000013,-0.02
58:17.6,-0.050000001,0.050000001,-0.01
58:17.9,0.519999981,-0.300000012,-0.180000007
58:18.3,0.219999999,0.090000004,-0.090000004
58:18.6,0.219999999,0.02,-0.129999995
58:18.9,0.25999999,-0.079999998,-0.100000001
58:19.2,0.140000001,-0.289999992,0.370000005
58:19.5,0.170000002,-0.180000007,0.100000001
58:19.8,0.289999992,-0.419999987,-0.129999995
58:20.1,0.300000012,0.349999994,0.119999997
58:20.5,0.409999996,-0.409999996,0.170000002
58:20.8,0.300000012,-0.150000006,0.419999987
58:21.1,0.600000024,-0.140000001,0.209999993
58:21.4,0.280000001,0.100000001,0.720000029
58:21.7,0.209999993,-0.660000026,-0.159999996
58:22.0,0.579999983,-0.319999993,-0.119999997
58:22.3,0.25,-0.01,0.02
58:22.7,0.689999998,-0.029999999,-0.50999999
58:23.0,0.550000012,0,0.239999995
58:23.3,0.560000002,-0.159999996,-0.100000001
58:23.6,0.649999976,0.209999993,0.140000001
58:23.9,0.610000014,-0.090000004,-0.109999999
58:24.2,0.49000001,-0.340000004,-0.109999999
58:24.5,0.050000001,0.219999999,-0.07
58:24.9,0.25,-0.769999981,0.280000001
58:25.2,0.449999988,-0.449999988,-0.379999995
58:25.5,0.230000004,0.090000004,0.059999999
58:25.8,0.379999995,-0.370000005,-1.779999971
58:26.1,0.400000006,-0.109999999,-1.700000048
58:26.4,0.370000005,-0.389999986,-3.309999943
58:26.7,0.5,0.300000012,-2.859999895
58:27.1,0.079999998,-0.119999997,-4.230000019
58:27.4,0.119999997,0.059999999,-3.519999981
58:27.7,0.02,-0.280000001,-4.570000172
58:28.0,0.289999992,-0.379999995,-5.429999828
58:28.3,0.660000026,0,-6.170000076
58:28.6,0.589999974,-0.589999974,-7.75
58:28.9,0.159999996,-0.25,-7.960000038
58:29.3,0.180000007,-0.920000017,-9.43999958
58:29.6,0.180000007,-0.889999986,-10.89000034
58:29.9,0.07,-0.860000014,-10.64999962
58:30.2,-0.170000002,-0.629999995,-11.64999962
58:30.5,-0.280000001,-1.129999995,-12.71000004
58:30.8,0.189999998,-0.920000017,-12.77000046
58:31.1,0.129999995,-0.980000019,-12.59000015
58:31.5,0.219999999,-0.74000001,-13.31000042
58:31.8,0.159999996,-1.450000048,-13.05000019
58:32.1,0.189999998,-1,-13.43999958
58:32.4,0.170000002,-0.959999979,-14.05000019
58:32.7,-0.25999999,-1.090000033,-14.26000023
58:33.0,-0.280000001,-1.149999976,-13.84000015
58:33.3,0.330000013,-1.320000052,-14.94999981
58:33.7,-0.569999993,-1.269999981,-14.39999962
58:34.0,-0.50999999,-1.190000057,-14.46000004
58:34.3,-0.680000007,-1.49000001,-15.52000046
58:34.6,-0.100000001,-1.220000029,-15.09000015
58:34.9,0.50999999,-1.309999943,-16.5
58:35.2,-0.540000021,-1.049999952,-16.11000061
58:35.5,-0.5,-1.039999962,-15.22999954
58:35.9,0.49000001,-1.149999976,-16.40999985
58:36.2,-0.109999999,-1.019999981,-16.98999977
58:36.5,0,-1.50999999,-16.97999954
58:36.8,0.02,-1.110000014,-16.5
58:37.1,0.159999996,-1.25,-16.52000046
58:37.4,0.340000004,-1.360000014,-17.27000046
58:37.7,0.119999997,-1.279999971,-15.94999981
58:38.1,-0.680000007,-0.790000021,-16.22999954
58:38.4,0.449999988,-1.019999981,-17.18000031
58:38.7,-0.150000006,-1.230000019,-17.06999969
58:39.0,-0.200000003,-1.220000029,-16.10000038
58:39.3,-0.560000002,-1.25,-15.88000011
58:39.6,-0.540000021,-0.769999981,-15.90999985
58:39.9,0.039999999,-1.159999967,-16.60000038
58:40.2,0.419999987,-1.470000029,-16.72999954
58:40.6,-0.540000021,-1.850000024,-16.12000084
58:40.9,-0.25999999,-1.25,-16.64999962
58:41.2,-0.230000004,-1.409999967,-18
58:41.5,-0.50999999,-1.019999981,-17.62999916
58:41.8,-0.200000003,-1.330000043,-17.79999924
58:42.1,0.540000021,-1.309999943,-18.12999916
58:42.5,0.25999999,-1.279999971,-16.90999985
58:42.8,-0.029999999,-1.139999986,-17.82999992
58:43.1,-0.800000012,-1.049999952,-16.72999954
58:43.4,-0.109999999,-1.350000024,-17.62000084
58:43.7,-0.039999999,-1.620000005,-16.88999939
58:44.0,-0.579999983,-1.529999971,-16.63999939
58:44.3,0.039999999,-1.00999999,-16.77000046
58:44.7,-0.610000014,-1.370000005,-16.17000008
58:45.0,-0.289999992,-1.49000001,-16.05999947
58:45.3,-0.340000004,-0.819999993,-16.14999962
58:45.6,-0.270000011,-1.110000014,-15.65999985
58:45.9,-0.620000005,-1.519999981,-15.97999954
58:46.2,0.109999999,-1.580000043,-16.89999962
58:46.5,-0.569999993,-1.549999952,-16.67000008
58:46.8,0.100000001,-1.149999976,-16.79000092
58:47.2,-1.669999957,-1.25,-17.45999908
58:47.5,0.550000012,-1.090000033,-17.28000069
58:47.8,-0.25999999,-1.070000052,-16.73999977
58:48.1,0.02,-1.460000038,-16.56999969
58:48.4,-0.25,-0.460000008,-15.80000019
58:48.7,0.360000014,-1.24000001,-16.59000015
58:49.0,0.5,-1.070000052,-16.77000046
58:49.4,0.07,-1.639999986,-15.85999966
58:49.7,-0.109999999,-1.210000038,-16.89999962
58:50.0,0.039999999,-0.280000001,-17.04999924
58:50.3,0.540000021,-0.99000001,-16.86000061
58:50.6,-0.200000003,-1.50999999,-16.89999962
58:50.9,0.159999996,-1.470000029,-16.65999985
58:51.3,-0.560000002,-1.24000001,-16.55999947
58:51.6,-0.689999998,-1.769999981,-16.57999992
58:51.9,-0.959999979,-1.100000024,-17.12000084
58:52.2,0.370000005,-0.899999976,-17.39999962
58:52.5,0.75999999,-1.100000024,-17.44000053
58:52.8,0.209999993,-0.889999986,-15.81000042
58:53.1,-0.230000004,-1.419999957,-16.23999977
58:53.4,-0.360000014,-0.800000012,-15.82999992
58:53.8,-0.340000004,-1.200000048,-16.87000084
58:54.1,-0.800000012,-1.75999999,-16.84000015
58:54.4,0.029999999,-1.25,-16.10000038
58:54.7,-0.189999998,-0.460000008,-16.22999954
58:55.0,-0.150000006,-1.24000001,-16.54000092
58:55.3,-0.300000012,-1.480000019,-16.65999985
58:55.6,0.310000002,-1.299999952,-16.36000061
58:56.0,0.029999999,-0.689999998,-16.57999992
58:56.3,-0.039999999,-1.129999995,-17
58:56.6,-0.439999998,-2.059999943,-16.36000061
58:56.9,0.25,-1.309999943,-17.70999908
58:57.2,-0.519999981,-1.629999995,-16.57999992
58:57.5,-0.349999994,-1.25,-16.54999924
58:57.8,-0.159999996,-1.710000038,-17.13999939
58:58.2,-0.389999986,-1.379999995,-16.95000076
58:58.5,-0.280000001,-1.940000057,-16.90999985
58:58.8,-0.289999992,-1.320000052,-17.19000053
58:59.1,-0.730000019,-1.639999986,-17.63999939
58:59.4,0.059999999,-1.840000033,-17.79999924
58:59.7,-0.670000017,-1.379999995,-17.87000084
59:00.0,0,-1.519999981,-16.45999908
59:00.4,-0.25999999,-1.580000043,-16.70999908
59:00.7,-0.100000001,-1.429999948,-17.40999985
59:01.0,0.159999996,-1.720000029,-16.32999992
59:01.3,-0.319999993,-1.710000038,-16.81999969
59:01.6,0.219999999,-1.389999986,-16.80999947
59:01.9,-1.019999981,-2.019999981,-16.02000046
59:02.2,-0.059999999,-1.580000043,-17.05999947
59:02.6,-0.460000008,-1.269999981,-16.37000084
59:02.9,-0.029999999,-1.669999957,-16.35000038
59:03.2,-0.360000014,-1.360000014,-15.88000011
59:03.5,0.07,-1.629999995,-16.29999924
59:03.8,-0.649999976,-1.129999995,-15.72000027
59:04.1,0.330000013,-1.870000005,-15.89000034
59:04.4,-0.300000012,-1.710000038,-15.25
59:04.8,0.289999992,-1.669999957,-15.55000019
59:05.1,0.119999997,-1.24000001,-15.18000031
59:05.4,-0.180000007,-1.75999999,-15.27000046
59:05.7,-0.430000007,-1.74000001,-14.46000004
59:06.0,-0.239999995,-1.399999976,-15
59:06.3,-0.050000001,-1.519999981,-15.18999958
59:06.6,0.25999999,-1.460000038,-15.06999969
59:07.0,-0.540000021,-1.950000048,-13.90999985
59:07.3,-0.449999988,-1.840000033,-13.93000031
59:07.6,0.289999992,-1.779999971,-13.47000027
59:07.9,-0.49000001,-1.49000001,-13.10999966
59:08.2,0.569999993,-1.580000043,-13.31999969
59:08.5,-0.029999999,-1.50999999,-12.82999992
59:08.8,0.529999971,-1.75999999,-13.94999981
59:09.1,0.239999995,-1.389999986,-12.89000034
59:09.5,0.119999997,-1.519999981,-13.22999954
59:09.8,-0.129999995,-1.529999971,-13.30000019
59:10.1,0.540000021,-1.279999971,-12.18000031
59:10.4,0.379999995,-1.440000057,-13.52000046
59:10.7,0.050000001,-1.440000057,-12.11999989
59:11.0,-0.039999999,-1.720000029,-11.44999981
59:11.4,-0.219999999,-2.099999905,-11.98999977
59:11.7,0.02,-1.669999957,-11.94999981
59:12.0,-0.289999992,-1.440000057,-11.93000031
59:12.3,0.119999997,-1.99000001,-11.28999996
59:12.6,0.189999998,-1.070000052,-11.03999996
59:12.9,-0.100000001,-1.789999962,-11.10999966
59:13.2,0.100000001,-1.440000057,-11.30000019
59:13.6,-0.02,-1.480000019,-10.73999977
59:13.9,0.079999998,-1.580000043,-10.89000034
59:14.2,0.109999999,-1.909999967,-10.64999962
59:14.5,0.519999981,-1.899999976,-10.48999977
59:14.8,-0.039999999,-1.220000029,-10.46000004
59:15.1,0.200000003,-1.919999957,-8.840000153
59:15.4,0.50999999,-1.129999995,-7.960000038
59:15.7,0.449999988,-1.539999962,-6.840000153
59:16.1,-0.100000001,-0.930000007,-5
59:16.4,0.49000001,-0.660000026,-3.880000114
59:16.7,0.170000002,-0.540000021,-2.210000038
59:17.0,0.419999987,-0.720000029,-0.910000026
59:17.3,0.409999996,-0.230000004,0.119999997
59:17.6,0.360000014,-0.029999999,-0.289999992
59:17.9,0.289999992,-0.319999993,-0.839999974
59:18.3,0.49000001,-0.109999999,-0.5
59:18.6,0.519999981,0.029999999,-0.189999998
59:18.9,0.370000005,-0.569999993,-0.75
59:19.2,0.310000002,-0.300000012,-1.019999981
59:19.5,0.289999992,-0.469999999,-1.220000029
59:19.8,0.25999999,0.289999992,-0.50999999
59:20.2,0.409999996,-0.02,-1.039999962
59:20.5,0.519999981,-0.270000011,-0.850000024
59:20.8,0.289999992,-0.370000005,-0.460000008
59:21.1,0.360000014,-0.560000002,-0.469999999
59:21.4,0.230000004,-0.270000011,-0.01
59:21.7,0.469999999,-0.569999993,0.270000011
59:22.0,0.430000007,-0.379999995,0.389999986
59:22.3,0.529999971,-0.649999976,0.119999997
59:22.7,0.400000006,0.07,-0.129999995
59:23.0,0.25,-0.649999976,-0.50999999
59:23.3,0.49000001,0.07,0.039999999
59:23.6,0.540000021,-0.280000001,-0.170000002
59:23.9,0.569999993,0.07,0.059999999
59:24.2,0.289999992,-0.569999993,-0.330000013
59:24.5,0.469999999,-0.079999998,-0.460000008
59:24.9,0.589999974,0.239999995,-0.039999999
59:25.2,0.400000006,-0.129999995,-0.150000006
59:25.5,0.569999993,-0.270000011,0.189999998
59:25.8,0.319999993,-0.670000017,0.129999995
59:26.1,0.360000014,-0.370000005,0.109999999
59:26.4,0.479999989,0.230000004,-0.02
59:26.8,0.49000001,-0.059999999,-0.129999995
59:27.1,0.419999987,-0.5,0.219999999
59:27.4,0.540000021,0.170000002,-0.079999998
59:27.7,0.479999989,-0.340000004,-0.25999999
59:28.0,0.180000007,-0.560000002,-0.109999999
59:28.3,0.550000012,-0.310000002,0.059999999
59:28.6,0.370000005,0.059999999,-0.409999996
59:28.9,0.180000007,-0.449999988,-0.340000004
59:29.3,0.449999988,-0.479999989,-0.200000003
59:29.6,0,0.140000001,0.479999989
59:29.9,0.519999981,0.100000001,0.270000011
59:30.2,0.25,0.100000001,0.639999986
59:30.5,0.310000002,-0.49000001,-0.589999974
59:30.8,0.090000004,-0.50999999,0.039999999
59:31.1,0.219999999,-0.610000014,-0.109999999
59:31.5,0.340000004,-0.159999996,0.579999983
59:31.8,0.670000017,-0.219999999,0.029999999
59:32.1,0.479999989,-0.75999999,0.239999995
59:32.4,0.709999979,-0.270000011,0.99000001
59:32.7,0.280000001,-0.270000011,0.910000026
59:33.0,0.600000024,-0.219999999,-0.370000005
59:33.4,0.07,0,0.680000007
59:33.7,0.090000004,-0.07,0.449999988
59:34.0,0.579999983,-0.519999981,-0.639999986
59:34.3,0.550000012,-0.079999998,0.059999999
59:34.6,0.5,-0.569999993,-0.639999986
59:34.9,0.340000004,-0.709999979,-1.169999957
59:35.2,0.409999996,-0.079999998,-1.350000024
59:35.5,0.340000004,0.01,-2.049999952
59:35.9,0.409999996,-0.07,-2.380000114
59:36.2,-0.079999998,-0.620000005,-2.5
59:36.5,0.389999986,-0.119999997,-3.400000095
59:36.8,0.569999993,-0.180000007,-3.920000076
59:37.1,0.230000004,-0.219999999,-3.789999962
59:37.4,-0.07,-0.589999974,-4.510000229
59:37.7,0.01,-0.49000001,-4.760000229
59:38.1,0.170000002,-0.569999993,-6.730000019
59:38.4,0.180000007,-0.360000014,-7.559999943
59:38.7,0.189999998,-0.439999998,-8.909999847
59:39.0,0.360000014,-0.379999995,-10.05000019
59:39.3,0.289999992,-0.589999974,-11.92000008
59:39.6,-0.189999998,-0.460000008,-11.86999989
59:39.9,-0.050000001,-0.829999983,-12.64000034
59:40.3,-0.119999997,-1.289999962,-12.67000008
59:40.6,0.029999999,-0.75,-12.53999996
59:40.9,-0.219999999,-0.899999976,-13.07999992
59:41.2,-0.140000001,-0.660000026,-12.97999954
59:41.5,0.449999988,-0.899999976,-13.10999966
59:41.8,0.629999995,-0.930000007,-12.02000046
59:42.1,0.519999981,-1.350000024,-13.39000034
59:42.5,-0.200000003,-1.230000019,-13.26000023
59:42.8,-0.039999999,-0.949999988,-13.10000038
59:43.1,-0.270000011,-1.450000048,-13.18999958
59:43.4,-0.140000001,-1.039999962,-13.96000004
59:43.7,-0.239999995,-0.730000019,-14.61999989
59:44.0,0.059999999,-0.99000001,-15.36999989
59:44.3,0.219999999,-1.200000048,-15.06000042
59:44.7,-0.349999994,-1.029999971,-15.25
59:45.0,-0.810000002,-1.309999943,-15.71000004
59:45.3,-0.289999992,-1.580000043,-14.77000046
59:45.6,0.150000006,-1.019999981,-15.06000042
59:45.9,0.209999993,-0.899999976,-15.88000011
59:46.2,-0.219999999,-1.629999995,-16.54999924
59:46.5,-0.310000002,-1.679999948,-16.17000008
59:46.9,0.039999999,-1.190000057,-15.72999954
59:47.2,-0.079999998,-0.949999988,-15.64000034
59:47.5,-0.860000014,-1.269999981,-15.51000023
